order_id,risk_score,risk_band,top_3_risk_reasons,recommended_action,evidence_fields
O000001305,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001304,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001303,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001311,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000002412,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002399,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002406,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002400,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000002409,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002402,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002396,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002425,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002397,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000002378,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001302,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000002362,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000002372,5,Medium,Late night order,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=4
O000002364,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002380,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000002377,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002360,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002374,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002342,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004410,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000004395,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000139,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000000147,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000149,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000134,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000148,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000145,5,Medium,Late night order,Call verification,discount_pct=0.25; payment_failures=0; device_reuse=1; total_qty=3
O000004388,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004378,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004398,5,High,Late night order,Hold for manual review,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=5
O000004393,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004389,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004399,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002347,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001315,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001333,5,Medium,Late night order,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=2
O000001329,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000001335,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001309,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000001296,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001288,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000001298,5,Medium,Late night order,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=7
O000002348,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002344,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002343,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000002352,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002345,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000002332,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000002358,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000002333,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=10
O000002357,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002353,5,Medium,Late night order,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=0; total_qty=7
O000001339,5,Medium,Late night order,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000001350,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001353,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001348,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=4
O000001334,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002324,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000002319,5,Medium,Late night order,Call verification,discount_pct=0.05; payment_failures=0; device_reuse=0; total_qty=5
O000002304,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002314,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002320,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000002310,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002300,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000001375,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001365,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001373,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000001342,5,Medium,Late night order,Call verification,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=8
O000001347,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001345,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001343,5,Medium,Late night order,Call verification,discount_pct=0.12; payment_failures=0; device_reuse=1; total_qty=4
O000001358,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001340,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002299,5,Medium,Late night order,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=0; total_qty=1
O000002285,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002287,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=9
O000002295,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000002293,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000002255,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004564,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000002267,5,Medium,Late night order,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=9
O000002259,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000002276,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000002258,5,Medium,Late night order,Call verification,discount_pct=0.11; payment_failures=0; device_reuse=1; total_qty=4
O000002280,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000002257,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000002271,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000002260,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000002272,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000001385,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000001387,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001391,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001395,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001397,5,Medium,Late night order,Call verification,discount_pct=0.1; payment_failures=0; device_reuse=0; total_qty=2
O000001388,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001396,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000001401,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000001398,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000001392,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004428,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004445,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004444,5,High,Late night order,Hold for manual review,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=5
O000004431,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004582,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000126,5,Medium,Late night order,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=5
O000000129,5,Medium,Late night order,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004409,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004433,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004418,5,High,Late night order,Hold for manual review,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
